names,overview,TV_Movie,Adventure,Comedy,Fantasy,Romance,Family,History,Documentary,War,Crime,Drama,Horror,Thriller,Animation,Action,Science_Fiction,Mystery,Western,Music
Gremlins,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hail, Caesar!","When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,"Dragon Ball Z: The Real 4-D at Super Tenkaichi Budoka is a cinematic attraction at Universal Studios Japan and the successor to Dragon Ball Z: The Real 4-D. Like its predecessor, it is a new installment in the Dragon Ball series, this time primarily featuring the face off between Super Saiyan Blue Goku and Broly God.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Puss in Boots: The Three Diablos,"Puss in Boots is on a mission to recover the Princess' stolen ruby from the notorious French thief, Whisperer. Reluctantly accompanied by three little kittens, Three Diablos, Puss must tame them before they endanger the mission.",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Your Name Engraved Herein,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TÁR,"Renowned musician Lydia Tár is days away from recording the symphony that will elevate her career.  However, Lydia's elaborate facade begins to unravel, revealing dirty secrets and the corrosive nature of power.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Surf's Up,"Surf's Up is an animated feature that goes behind the scenes of the high-octane world of competitive penguin surfing. The film profiles Cody Maverick, an up-and-coming surfer as he enters his first pro competition.",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
All the Places,Two siblings who haven't seen each other in 15 years mend their relationship while fulfilling a childhood dream: a motorcycle road trip through Mexico.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Death Wish 4: The Crackdown,"After the death of his girlfriend's daughter from a drug overdose, Paul Kersey takes on the local drug cartel.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Jurassic Hunt,"Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park – but the hunters quickly become the hunted. Even worse, the park’s manager suspects Parker of being a spy and sends a hit squad after her. This battle’s about to become primitive!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Bāhubali: The Beginning,"The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Ip Man 3,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
The Grudge,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Battle Beyond the Stars,A young farmer assembles a band of diverse mercenaries to defend his peaceful planet from an evil tyrant.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Jungle Book,"Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
xxxHOLiC The Movie: A Midsummer Night's Dream,"Invited to a wealthy client's mansion, time-traveling witch Yuko and her companions arrive to find a group of collectors assembled to participate in a mysterious auction. And the mystery only deepens when the collectors go missing one by one. As more guests disappear and strange occurrences abound, Yuko and her friends realize they must solve the mystery before they vanish as well.",0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Ghost in the Shell 2: Innocence,"Cyborg detective Batou is assigned to investigate a series of murders committed by gynoids—doll-like cyborgs, which all malfunctioned, killed, then self-destructed afterwards. The brains of the gynoids initialize in order to protect their manufacturer's software, but in one gynoid, which Batou himself neutralized, one file remains: a voice speaking the phrase ""Help me.""",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Teen Titans Go! See Space Jam,"The Teen Titans are visited by the Nerdlucks, the Space Jam villains who tried to capture Michael Jordan and the Looney Tunes. Astonished to discover his fellow Titans have never seen Space Jam, Cyborg organizes an exclusive watch party.",0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Paradise Inn Phuket: The Taste of College Students,"Seon-hye and Mi-young will come to a university in Thailand as exchange students.  Staying in a Korean homestay in Thailand, Seonhye and Miyoung  We are facing a new chapter in life..  Seonhye, where money is everything in life, and Miyoung, who is innocent,  They are attracted to each of the two men they met at the homestay,  Obsessed with desire and love  The relationship between the four men and women is devastating due to Mi-young's pregnancy and Sun-hye's betrayal",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Where'd You Go, Bernadette","When architect-turned-recluse Bernadette Fox goes missing prior to a family trip to Antarctica, her 15-year-old daughter Bee goes on a quest with Bernadette's husband to find her.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Go! The Unforgettable Party,"Mia is happy to be able to spend a vacation with her dad, but Lupe, Mercedes, Juanma and Alvaro arrive by surprise at the same resort ... and bring the school drama with them!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Two Much for the Job,"After five years enduring horrible work conditions, Sophia finally gets chosen for a long-awaited transfer from her thankless teaching job at a rough middle school. Ecstatic to start a new life teaching at the French Lycée in Barcelona, her hopes are dashed to bits when a well- connected, over-qualified teacher at an upscale Paris school cuts in to take the position. Determined to stand her ground, Sophia and her clever neighbour Mr. Picard join forces to sabotage her competitor’s candidacy.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shotgun Wedding,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning in this hilarious, adrenaline-fueled adventure as Darcy and Tom must save their loved ones—if they don’t kill each other first.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Scooby-Doo! and the Monster of Mexico,"A friend of Fred's, Alejo Otero, invites the Scooby gang to Veracruz, Mexico. There they find a monster, El Chupacabra, terrorizing the town.",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Mr. Holmes,"In 1947, long-retired and near the end of his life, Sherlock Holmes grapples with an unreliable memory and must rely on his housekeeper's son as he revisits the still-unsolved case that led to his retirement.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Midnight Meat Train,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways.",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
To Catch a Killer,Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
Shinnin Onna Kyoshi,"A forbidden story that a high school girl who died of a female teacher with a wounded heart and her mother is drowned in pleasure within school. Kiyomi Kimura, a new female teacher, is concerned about Naoya Shirota, a student who lost his mother a month ago. I will visit my home to encourage Naoya, but he refuses such maple. [R-15 work]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Harakiri,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alpha and Omega,"Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.",0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mortadelo and Filemon: Mission Implausible,A criminal produces an uncontrollable laughter to the population and Mortadelo and Filemón will have to stop him.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time Bandits,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbie: Epic Road Trip,"In this interactive adventure, Barbie goes on a cross-country trek with friends and makes big decisions about the future. Which dream will she choose?",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Emily the Criminal,"Desperate for income, Emily takes a shady gig buying goods with stolen credit cards supplied by a charismatic middleman named Youcef. Seduced by the quick cash and illicit thrills, they hatch a plan to take their business to the next level.",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Power Rangers,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Great Debaters,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African-American college students into a historical powerhouse that took on the Harvard elite.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Time Is Up,"Vivien, an accomplished student with a passion for physics, and Roy, a troubled young man, are involved in an accident that forces them to reclaim their lives one minute at the time.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Spectacular Now,"Sutter, a popular party animal, unexpectedly meets the introverted Aimee after waking up on a stranger's lawn. As Sutter deals with the problems in his life and Aimee plans for her future beyond school, an unexpected romance blossoms between them.",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Unravel: A Swiss Side Love Story,We don't have an overview translated in English. Help us expand our database by adding one.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Untold Story,"In 1978 in Hong Kong, a grisly murder takes place. Eight years later, on a Macao beach, kids discover the severed hands of a fresh victim. A squadron of coarse, happy-go-lucky cops investigate, and suspicion falls on Wong Chi Hang, the new owner of Eight Immortals Restaurant, which serves delicious pork bao. The hands belong to the missing mother of the restaurant's former owner; he and his family have disappeared; staff at the restaurant continue to go missing; and, Wong can't produce a signed bill of sale: but there's no evidence. The police arrest Wong and try to torture him into a confession. Can they make him talk? And what was in those pork bao?",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Battle: Freestyle,Amalie and Mikael lead their street dance team to the finals in France but tough competition and personal distractions threaten to ruin their dreams.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I, Tonya","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ebola Syndrome,A restaurant employee wanted for murder contracts Ebola by raping a woman in South Africa and starts an outbreak there and in Hong Kong when he returns home.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Raw Deal,"Mark Kaminsky is kicked out of the FBI for his rough treatment of a suspect. He winds up as the sheriff of a small town in North Carolina. FBI Chief Harry Shannon, whose son has been killed by a mobster named Patrovina, enlists Kaminsky in a personal vendetta with a promise of reinstatement into the FBI if Patrovina is taken down. To accomplish this, he must go undercover and join Patrovina's gang.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Mavka: The Forest Song,"Mavka — a Soul of the Forest and its Warden — faces an impossible choice between love and her duty as guardian to the Heart of the Forest, when she falls in love with a human — the talented young musician Lukas.",0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Airheads,The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an FM rock radio station and hold the deejays hostage until they agree to broadcast the band's tape.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Death Note,"Light Yagami finds the ""Death Note,"" a notebook with the power to kill, and decides to create a Utopia by killing the world's criminals, and soon the world's greatest detective, ""L,"" is hired to find the mysterious murderer. An all out battle between the two greatest minds on earth begins and the winner will control the world.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Castle in the Sky,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Good Will Hunting,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Half Light,"Rachel Carson, a best-selling crime novelist, is devastated and filled with guilt over the accidental death of her son. Hoping that a change of scenery will help alleviate her suffering, she leaves her home in the city and moves into a vacant country house owned by a friend and begins a relationship with charming local Angus. But, just as her life is taking a turn for the better, Rachel realizes she's being romanced by a ghost, leading her to doubt her own sanity.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Messi,"His teachers, coaches, childhood friends and Barça teammates, together with journalists, writers and prominent figures from the history of football, come together in a restaurant to analyze and pick apart Messi's personality both on and off the field, and to look back at some of the most significant moments in his life. Viewed from Álex de la Iglesia's unique perspective, Messi recreates the player's childhood and teenage years, from his very first steps, with a football always at his feet, through to the decision to leave Rosario for Barcelona, the separation from his family, and the role played in his career by individuals such as Ronaldinho, Rijkaard, Rexach and Guardiola.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lego DC Batman: Family Matters,"Suspicion is on high after Batman, Batgirl, Robin and other DC superheroes receive mysterious invitations. However, family values must remain strong when Batman and his team encounter the villainous Red Hood, who is obsessed with destroying the Bat-family and all of Gotham City.",0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
New Initial D the Movie - Legend 3: Dream,"Mt. Akina's new downhill racing hero Fujiwara Takumi prepares for the final showdown against Red Sun's unbeaten leader and Akagi's fastest driver, Takahashi Ryosuke.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Reno 911!: It's a Wonderful Heist,"It’s Holiday Season in Reno, and Lieutenant Dangle wishes he’d never been born. With the help of a roller skating “Angel,” he learns how much better the lives of the other deputies would be if he never existed. Will he decide to live on anyway? There’s still Christmas criminals to catch!",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Last Night,"The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kill Switch,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
#FBF,Teenage Annie inadvertently takes her mother's laptop instead of her own to visit her father in New Jersey. She quickly realizes that the laptop allows her to pretend to be her mother. She uses this to try to restore her parents' marriage ....,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Intern,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riders of Justice,"Markus returns home to care for his daughter when his wife dies in a tragic train accident. However, when a survivor of the wreck surfaces and claims foul play, Markus suspects his wife was murdered and embarks on a mission to find those responsible.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Witches,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Bad Genius,"Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.",0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
The Red Sea Diving Resort,"Sudan, East Africa, 1980. A team of Israeli Mossad agents plans to rescue and transfer thousands of Ethiopian Jews to Israel. To do so, and to avoid raising suspicions from the inquisitive and ruthless authorities, they establish as a cover a fake diving resort by the Red Sea.",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Suite Française,"France, 1940. In the first days of occupation, beautiful Lucile Angellier is trapped in a stifled existence with her controlling mother-in-law as they both await news of her husband: a prisoner of war. Parisian refugees start to pour into their small town, soon followed by a regiment of German soldiers who take up residence in the villagers' own homes. Lucile initially tries to ignore Bruno von Falk, the handsome and refined German officer staying with them. But soon, a powerful love draws them together and leads them into the tragedy of war.",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Saw 3D,"(AKA- Saw: The Final Chapter)  As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Ace Ventura: Pet Detective,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Miracles,A country boy becomes the head of a gang through the purchase of some lucky roses from an old lady. He and a singer at the gang's nightclub try to do a good deed for the old lady when her daughter comes to visit.,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Illang: The Wolf Brigade,"In 2029, an elite police squad combats an anti-reunification terrorist group while another enemy lurks nearby.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Tales from Earthsea,"Something bizarre has come over the land. The kingdom is deteriorating. People are beginning to act strange... What's even more strange is that people are beginning to see dragons, which shouldn't enter the world of humans. Due to all these bizarre events, Ged, a wandering wizard, is investigating the cause. During his journey, he meets Prince Arren, a young distraught teenage boy. While Arren may look like a shy young teen, he has a severe dark side, which grants him strength, hatred, ruthlessness and has no mercy, especially when it comes to protecting Teru. For the witch Kumo this is a perfect opportunity. She can use the boy's ""fears"" against the very one who would help him, Ged.",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bizarre,A wife escapes her pressure-filled marriage only to have her husband haunt her literally and figuratively.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Fools Rush In,"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guardians of the Galaxy Volume 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Poseidon Adventure,"When their ocean liner capsizes, a group of passengers struggle to survive and escape.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Aloha Scooby-Doo!,"The Mystery Gang goes to Hawaii for the Big Kahuna of Hanahuna Surfing Contest. However, the gang and the locals find the island invaded by the vengeful Wiki Tiki spirit and his demons.",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
I Want to Eat Your Pancreas,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Town that Dreaded Sundown,A masked maniac terrorizes the same small community where a murderer known as the Phantom Killer struck decades earlier.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Pinocchio,A wooden puppet embarks on a thrilling adventure to become a real boy.,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rambo: Last Blood,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Easy Rider,A cross-country trip to sell drugs puts two hippie bikers on a collision course with small-town prejudices.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pineapple Express,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Hellraiser: Revelations,"Two friends in Mexico discover the Lament Configuration and unleash Pinhead, but one decides to try to survive by swapping himself with someone else. Once they go missing, family members go in search of them, but find Pinhead instead.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ladybug & Cat Noir: The Movie,"A pair of Parisian high schoolers protect their city as vigilante heroes without revealing their identities to anyone, including each other.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The SpongeBob Movie: Sponge on the Run,"When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.",0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Godfather Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Cloudy Mountain,"The opening of the new tunnel, which took ten years to build, coincided with a series of serious cataclysms. The lives of 160,000 people depend on the actions of two people, a father and a son.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tokyo Ghoul,"A Tokyo college student is attacked by a ghoul, a super-powered human who feeds on human flesh. He survives, but has become part ghoul and becomes a fugitive on the run.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Miley Cyrus – Endless Summer Vacation (Backyard Sessions),"Miley Cyrus takes the stage in this must-see, Disney+ music event featuring debut performances of her highly anticipated eighth studio album, ""Endless Summer Vacation."" The global superstar’s cinematic, one-of-a-kind performances are threaded together with exclusive interviews where she provides insight to her new album and the person she is today.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
West Side Story,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two romantics, one from each gang, fall in love leading to tragedy.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Vanquish,"Victoria is a young mother trying to put her dark past as a Russian drug courier behind her, but retired cop Damon forces Victoria to do his bidding by holding her daughter hostage. Now, Victoria must use guns, guts and a motorcycle to take out a series of violent gangsters—or she may never see her child again.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Bar Fight,"Nina and Allen split everything in their lives 50/50 after their break-up to avoid any drama—everything, that is, except for their favorite local bar. Nina and Allen must compete in a ridiculous, tavern-style custody battle for their prized watering hole, in which lines will be drawn, sides will be chosen, and beers will be drunken.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Burgess Is a Loser,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sekaiichi Hatsukoi Movie,"Yokozawa meets a man (Kirishima) and his life is turned around. Kirishima starts to blackmail and tease Yokozawa, but Kirishima might actually be trying to help him recover from an emotional period of his life in the process.",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Last Seduction,"Looking to escape her unhappy marriage, villainous femme fatale Bridget Gregory convinces her husband, Clay, to sell cocaine, then steals the profits and runs out on him. She stops in a small town en route to Chicago, where she ensnares her next conquest, insurance man Mike Swale. After getting a job at his insurance company, Bridget convinces Mike to run a scam -- but things take a deadly turn when she recruits him to help get rid of her husband.",0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Zero Dark Thirty,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Lover of the Last Empress,"The story of an innocent girl who is destined to become one of the emperor´s concubines. Initially she suffers from a loss of innocence and the intrigues of the other concubines but over the course of time she becomes less and less scrupulous and finally is impregnated by the emperor and thus becomes his wife - the empress of China. However, her ""career"" has corrupted her once innocent soul and so, after the emperor dies she rules the land with terror.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hope Springs,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jesus,"Three and a half years of Jesus' ministry, as told in the Gospel of Luke.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
